year,statefip,n_before,pop_before,n_after,pop_after,pop_change,pct_change
2017,1,800,109354,800,114349.10293385539,4995.102933855393,4.567828276839798
2017,2,177,24969,177,25864.558552676353,895.5585526763534,3.5866816960084638
2017,4,4381,532012,4381,548138.5809408268,16126.580940826796,3.031243833001285
2017,5,708,96452,708,100599.7393468462,4147.739346846196,4.300314505501386
2017,6,43504,5121072,43504,5262493.361474836,141421.36147483625,2.7615577651483174
2017,8,2349,315652,2349,326774.01863795455,11122.018637954548,3.523506468501561
2017,9,2075,253563,2075,264185.4987512756,10622.49875127559,4.189293686884755
2017,10,351,47453,351,49729.11327316368,2276.1132731636826,4.79656349053523
2017,11,507,63393,507,66641.68930844727,3248.6893084472686,5.124681445029054
2017,12,14860,1950341,14860,2018560.3776469303,68219.37764693028,3.497817953215888
2017,13,4572,600382,4572,627762.5908183203,27380.590818320285,4.5605282667235665
2017,15,840,102652,840,106489.94401254266,3837.9440125426627,3.7387912681123234
2017,16,410,54573,410,56735.81038136678,2162.8103813667767,3.9631509745969193
2017,17,6538,899362,6538,932680.8666678722,33318.86666787218,3.7047225330703517
2017,18,1547,218343,1547,229115.9917884201,10772.991788420099,4.933976261396106
2017,19,594,96397,594,100922.43290942497,4525.43290942497,4.694578575500243
2017,20,814,117257,814,122738.45177120237,5481.451771202366,4.674733083058893
2017,21,776,105079,776,109493.52950158845,4414.529501588448,4.201152943583826
2017,22,915,112331,915,117528.22015116263,5197.220151162634,4.62670157940607
2017,23,160,20509,160,21111.36334557738,602.3633455773816,2.937068338667812
2017,24,3532,444882,3532,464170.96942095243,19288.96942095243,4.33574957425844
2017,25,4512,553578,4512,573931.9799986536,20353.979998653638,3.676804352530924
2017,26,2502,345768,2502,361456.807120497,15688.80712049699,4.53737972296366
2017,27,1195,222123,1195,229883.24710455292,7760.247104552924,3.4936711212044336
2017,28,343,34969,343,36847.58138013439,1878.5813801343902,5.372133547240098
2017,29,987,125925,987,132358.57909175925,6433.579091759253,5.109056257104827
2017,30,98,12328,98,12798.470689528322,470.4706895283216,3.816277494551603
2017,31,546,87734,546,91471.61983746602,3737.619837466016,4.2601726097818595
2017,32,2416,302880,2416,312535.69771651854,9655.697716518538,3.1879614753428873
2017,33,343,40112,343,41973.749638917725,1861.749638917725,4.641378238227277
2017,34,7330,913867,7330,954136.1301586467,40269.13015864673,4.406454129391555
2017,35,811,111131,811,113891.63439760488,2760.634397604881,2.4841262992368294
2017,36,14996,1977850,14996,2039054.6855911284,61204.68559112842,3.0945059327617574
2017,37,3793,506814,3793,528921.9427424321,22107.94274243212,4.362141287026822
2017,38,115,19040,115,20131.83922043164,1091.8392204316406,5.73444968714097
2017,39,1990,250890,1990,263978.2983269331,13088.298326933116,5.216747708929457
2017,40,1053,146909,1053,153774.76600577572,6865.766005775717,4.673482227620988
